"NOME";"UNIDADE DE FEDERACAO/PAIS";"CARGO";"NUMERO";"PARTIDO"
"LUIZ ALBERTO MAGUITO VILELA";"GOIAS";"1º SUPLENTE";"111";"MOVIMENTO DEMOCRATICO BRASILEIRO"
"LUIZ ALEXANDRE DA COSTA PEREIRA";"RIO DE JANEIRO";"DEPUTADO FEDERAL";"5445";"PARTIDO PATRIA LIVRE"
"LUIZ ARNONI FRAGA";"MINAS GERAIS";"DEPUTADO FEDERAL";"3115";"PARTIDO HUMANISTA DA SOLIDARIEDADE"
"LUIZ AUGUSTO OLIVEIRA DA SILVA";"RONDONIA";"1º SUPLENTE";"161";"PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO"
"LUIZ BRANDAO HASSEM";"ACRE";"1º SUPLENTE";"177";"PATRIOTA"
"LUIZ CELSO MADI RODRIGUES";"SAO PAULO";"DEPUTADO ESTADUAL";"12223";"PARTIDO DEMOCRATICO TRABALHISTA"
"LUIZ CLAUDIO MARTINS FERREIRA";"MATO GROSSO DO SUL";"DEPUTADO ESTADUAL";"19030";"PODEMOS"
"LUIZ DE MEDEIROS CHAVES";"SERGIPE";"DEPUTADO FEDERAL";"1726";"PARTIDO SOCIAL LIBERAL"
"LUIZ EDUARDO CONCEICAO DOS SANTOS";"MINAS GERAIS";"DEPUTADO FEDERAL";"3323";"PARTIDO DA MOBILIZACAO NACIONAL"
"LUIZ EDUARDO MONTENEGRO BENTO DE SOUZA";"PARAIBA";"DEPUTADO FEDERAL";"9000";"PARTIDO REPUBLICANO DA ORDEM SOCIAL"
"LUIZ FELIPE COUTO DE ALBUQUERQUE MELLO";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"19229";"PODEMOS"
"LUIZ FELIPE PAIVA CAETANO";"RIO DE JANEIRO";"DEPUTADO FEDERAL";"1025";"PARTIDO REPUBLICANO BRASILEIRO"
"LUIZ GONZAGA DE LIRA";"DISTRITO FEDERAL";"DEPUTADO FEDERAL";"2810";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO"
"LUIZ INACIO LULA DA SILVA";"BRASIL";"PRESIDENTE";"13";"PARTIDO DOS TRABALHADORES"
"LUIZ PEREIRA DE SANTANA";"SAO PAULO";"DEPUTADO FEDERAL";"1266";"PARTIDO DEMOCRATICO TRABALHISTA"
"LUIZ RICARDO DE SOUZA";"MINAS GERAIS";"DEPUTADO ESTADUAL";"90309";"PARTIDO REPUBLICANO DA ORDEM SOCIAL"
"LUIZ ROBERTO COUTINHO";"RIO DE JANEIRO";"DEPUTADO FEDERAL";"2210";"PARTIDO DA REPUBLICA"
"LUIZ ROQUE EIGLMEIER";"SAO PAULO";"DEPUTADO FEDERAL";"1340";"PARTIDO DOS TRABALHADORES"
"LUIZ SANTANA DE CARVALHO";"SERGIPE";"DEPUTADO ESTADUAL";"19999";"PODEMOS"
"LUIZ SERGIO ANTUNES PRESTES";"TOCANTINS";"1º SUPLENTE";"455";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA"
"LUIZ SERGIO NEIVA DE LIMA VIEIRA";"PARANA";"DEPUTADO FEDERAL";"1991";"PODEMOS"
"LUSSANDRA CARLA FREITAS GALINDO DE SOUZA";"PERNAMBUCO";"DEPUTADO FEDERAL";"1834";"REDE SUSTENTABILIDADE"
"LUZIDALVA DE JESUS LEITE REIS";"MARANHAO";"DEPUTADO ESTADUAL";"45008";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA"
"LUZINETE FERNANDES CRUZ COSTA E SILVA";"SAO PAULO";"DEPUTADO FEDERAL";"1239";"PARTIDO DEMOCRATICO TRABALHISTA"
"MADALENA DE BITTENCOURT DE SOUZA";"SANTA CATARINA";"DEPUTADO ESTADUAL";"44013";"PARTIDO REPUBLICANO PROGRESSISTA"
"MADSON ELLOS CANELA SANTOS";"MINAS GERAIS";"DEPUTADO ESTADUAL";"17088";"PARTIDO SOCIAL LIBERAL"
"MAGALI APARECIDA BATISTA CAVEDEN";"SAO PAULO";"DEPUTADO ESTADUAL";"33999";"PARTIDO DA MOBILIZACAO NACIONAL"
"MAGNOLIA SOARES DA LUZ";"BAHIA";"DEPUTADO ESTADUAL";"31400";"PARTIDO HUMANISTA DA SOLIDARIEDADE"
"MANOEL AUGUSTO JOSE FILHO";"PERNAMBUCO";"DEPUTADO ESTADUAL";"23333";"PARTIDO POPULAR SOCIALISTA"
"MANOEL DE SOUZA BRITO";"ACRE";"DEPUTADO ESTADUAL";"11001";"PARTIDO PROGRESSISTA"
"MANOEL GOMES DOS SANTOS";"RORAIMA";"DEPUTADO ESTADUAL";"35500";"PARTIDO DA MULHER BRASILEIRA"
"MANOEL JANUARIO CORDEIRO";"ESPIRITO SANTO";"DEPUTADO ESTADUAL";"11211";"PARTIDO PROGRESSISTA"
"MANOEL JOSE BENEDITO";"SAO PAULO";"DEPUTADO FEDERAL";"3326";"PARTIDO DA MOBILIZACAO NACIONAL"
"MANOEL LUIZ DA SILVA";"SAO PAULO";"DEPUTADO ESTADUAL";"13013";"PARTIDO DOS TRABALHADORES"
"MANOEL PEREIRA LIMA";"SAO PAULO";"DEPUTADO ESTADUAL";"33733";"PARTIDO DA MOBILIZACAO NACIONAL"
"MANOEL QUEIROZ DOS SANTOS";"TOCANTINS";"DEPUTADO ESTADUAL";"12400";"PARTIDO DEMOCRATICO TRABALHISTA"
"MANOEL RAIMUNDO CARVALHO MORAES";"PARA";"1º SUPLENTE";"131";"PARTIDO DOS TRABALHADORES"
"MANUELA DA SILVA DIAS";"AMAZONAS";"DEPUTADO ESTADUAL";"54190";"PARTIDO PATRIA LIVRE"
"MARA RUBIA DA COSTA";"GOIAS";"DEPUTADO ESTADUAL";"33135";"PARTIDO DA MOBILIZACAO NACIONAL"
"MARA VALERIA MENDONCA MARTINS";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"27017";"DEMOCRACIA CRISTA"
"MARCELLUS DE OLIVEIRA";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"18799";"REDE SUSTENTABILIDADE"
"MARCELO ALVES DA SILVA";"SAO PAULO";"DEPUTADO FEDERAL";"2738";"DEMOCRACIA CRISTA"
"MARCELO GARCIA RODRIGUES DE MOURA";"MATO GROSSO";"DEPUTADO FEDERAL";"1830";"REDE SUSTENTABILIDADE"
"MARCELO LINS DE MOURA";"GOIAS";"DEPUTADO FEDERAL";"1555";"MOVIMENTO DEMOCRATICO BRASILEIRO"
"MARCELO NOGUEIRA GURGEL DO AMARAL";"SAO PAULO";"DEPUTADO FEDERAL";"1711";"PARTIDO SOCIAL LIBERAL"
"MARCELO RUBINGER";"MINAS GERAIS";"DEPUTADO FEDERAL";"5470";"PARTIDO PATRIA LIVRE"
"MARCIA ANDREA SILVA ALVES";"MARANHAO";"DEPUTADO ESTADUAL";"33654";"PARTIDO DA MOBILIZACAO NACIONAL"
"MARCIA FERREIRA DE SOUSA";"RONDONIA";"DEPUTADO ESTADUAL";"10631";"PARTIDO REPUBLICANO BRASILEIRO"
"MARCIA GOMES DE MORAES";"MATO GROSSO DO SUL";"DEPUTADO FEDERAL";"2310";"PARTIDO POPULAR SOCIALISTA"
"MARCIA HELENA DO CARMO CANDIDO";"GOIAS";"DEPUTADO ESTADUAL";"45450";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA"
"MARCIA PEREIRA DE OLIVEIRA";"GOIAS";"DEPUTADO ESTADUAL";"31311";"PARTIDO HUMANISTA DA SOLIDARIEDADE"
"MARCIO AFONSO DE SOUZA";"SAO PAULO";"DEPUTADO FEDERAL";"4356";"PARTIDO VERDE"
"MARCIO ALVES PRIVAT";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"20011";"PARTIDO SOCIAL CRISTAO"
"MARCIO ANTONIO DA SILVA";"DISTRITO FEDERAL";"1º SUPLENTE";"111";"MOVIMENTO DEMOCRATICO BRASILEIRO"
"MARCIO AZEVEDO DUTRA";"RIO DE JANEIRO";"DEPUTADO FEDERAL";"5573";"PARTIDO SOCIAL DEMOCRATICO"
"MARCIO CLAUDIO DE SANTANA";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"36128";"PARTIDO TRABALHISTA CRISTAO"
"MARCIO JOSE JESUS DA COLONIA";"BAHIA";"DEPUTADO FEDERAL";"2517";"DEMOCRATAS"
"MARCIO OLIVEIRA BRITO";"RONDONIA";"DEPUTADO ESTADUAL";"35133";"PARTIDO DA MULHER BRASILEIRA"
"MARCIO PIRES PEDROSO";"GOIAS";"DEPUTADO ESTADUAL";"17003";"PARTIDO SOCIAL LIBERAL"
"MARCIO ROBERTO DE SANTANA";"PERNAMBUCO";"DEPUTADO ESTADUAL";"65013";"PARTIDO COMUNISTA DO BRASIL"
"MARCIO VIEIRA DOS SANTOS";"SERGIPE";"1º SUPLENTE";"510";"PATRIOTA"
"MARCIO VIEIRA SILVA";"GOIAS";"DEPUTADO ESTADUAL";"51600";"PATRIOTA"
"MARCIONILIA LIMA DA SILVA";"AMAZONAS";"DEPUTADO ESTADUAL";"70666";"AVANTE"
"MARCO ANTONIO CARTAXO QUEIROGA LOPES";"PARAIBA";"DEPUTADO FEDERAL";"4343";"PARTIDO VERDE"
"MARCO ANTONIO SOUZA RIBEIRO DA COSTA";"AMAZONAS";"SENADOR";"333";"PARTIDO DA MOBILIZACAO NACIONAL"
"MARCO ANTONIO TOFETTI CAMPANELLA";"DISTRITO FEDERAL";"DEPUTADO FEDERAL";"5454";"PARTIDO PATRIA LIVRE"
"MARCO AUGUSTO DOS SANTOS";"SAO PAULO";"DEPUTADO ESTADUAL";"19051";"PODEMOS"
"MARCOS ANTONIO DE MAGALHAES GONCALVES";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"15651";"MOVIMENTO DEMOCRATICO BRASILEIRO"
"MARCOS AURELIO PEIXOTO DA SILVA";"RIO DE JANEIRO";"DEPUTADO FEDERAL";"5400";"PARTIDO PATRIA LIVRE"
"MARCOS BATISTA DOS SANTOS";"SERGIPE";"DEPUTADO ESTADUAL";"70300";"AVANTE"
"MARCOS BENEDITO MARMOL";"SAO PAULO";"DEPUTADO FEDERAL";"1719";"PARTIDO SOCIAL LIBERAL"
"MARCOS FERREIRA FRANCA";"SAO PAULO";"DEPUTADO ESTADUAL";"27123";"DEMOCRACIA CRISTA"
"MARCOS SOARES BARBOSA";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"44167";"PARTIDO REPUBLICANO PROGRESSISTA"
"MARCOS TEIXEIRA TAVARES";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"45005";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA"
"MARCUS AURELIO OLIVEIRA SILVA";"SERGIPE";"DEPUTADO FEDERAL";"1738";"PARTIDO SOCIAL LIBERAL"
"MARCUS TULIO GERMANO";"MINAS GERAIS";"DEPUTADO ESTADUAL";"45190";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA"
"MARIA ALTAMIRA HONORIO DA SILVA";"SAO PAULO";"DEPUTADO ESTADUAL";"70334";"AVANTE"
"MARIA APARECIDA DENADAI";"ESPIRITO SANTO";"DEPUTADO ESTADUAL";"25900";"DEMOCRATAS"
"MARIA APARECIDA DIAS PAES DA COSTA";"SERGIPE";"DEPUTADO ESTADUAL";"17999";"PARTIDO SOCIAL LIBERAL"
"MARIA APARECIDA LIMA DE OLIVEIRA";"RORAIMA";"DEPUTADO ESTADUAL";"70888";"AVANTE"
"MARIA APARECIDA MOREIRA TESSARO";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"27782";"DEMOCRACIA CRISTA"
"MARIA APARECIDA RODRIGUES GONCALVES";"MARANHAO";"DEPUTADO ESTADUAL";"21003";"PARTIDO COMUNISTA BRASILEIRO"
"MARIA APARECIDA SILVA";"MINAS GERAIS";"DEPUTADO ESTADUAL";"70395";"AVANTE"
"MARIA ASSUNCAO DA SILVA BARBOSA";"AMAZONAS";"DEPUTADO ESTADUAL";"54324";"PARTIDO PATRIA LIVRE"
"MARIA BEZERRA NETO";"RONDONIA";"DEPUTADO ESTADUAL";"20111";"PARTIDO SOCIAL CRISTAO"
"MARIA CAMPOS DE LACERDA";"PARAIBA";"DEPUTADO ESTADUAL";"23678";"PARTIDO POPULAR SOCIALISTA"
"MARIA CAROLINE DUAILIBE BARROS GOMES";"MARANHAO";"DEPUTADO FEDERAL";"1796";"PARTIDO SOCIAL LIBERAL"
"MARIA CELIA RODRIGUES DE ALMEIDA";"CEARA";"DEPUTADO FEDERAL";"4413";"PARTIDO REPUBLICANO PROGRESSISTA"
"MARIA CRISTINA CARRELLI";"RONDONIA";"2º SUPLENTE";"351";"PARTIDO DA MULHER BRASILEIRA"
"MARIA CRISTINA DE OLIVEIRA";"SAO PAULO";"DEPUTADO FEDERAL";"3018";"PARTIDO NOVO"
"MARIA CRISTINA PEREIRA DA SILVA";"ESPIRITO SANTO";"DEPUTADO ESTADUAL";"45677";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA"
"MARIA DA CONCEICAO DA SILVA";"SERGIPE";"DEPUTADO ESTADUAL";"43476";"PARTIDO VERDE"
"MARIA DA CONCEICAO DE MEDEIROS COSTA";"RIO GRANDE DO NORTE";"DEPUTADO ESTADUAL";"77099";"SOLIDARIEDADE"
"MARIA DA CONCEICAO DOS SANTOS";"SERGIPE";"DEPUTADO FEDERAL";"4366";"PARTIDO VERDE"
"MARIA DA PAZ ANDRADE";"SAO PAULO";"DEPUTADO ESTADUAL";"70377";"AVANTE"
"MARIA DAS GRACAS CARVALHO";"SAO PAULO";"DEPUTADO ESTADUAL";"33500";"PARTIDO DA MOBILIZACAO NACIONAL"
"MARIA DAS GRACAS SANTOS DA SILVA";"BAHIA";"DEPUTADO FEDERAL";"5085";"PARTIDO SOCIALISMO E LIBERDADE"
"MARIA DAS GRACAS SANTOS LOPES";"MINAS GERAIS";"DEPUTADO FEDERAL";"7092";"AVANTE"
"MARIA DAS GRACAS SILVA";"SAO PAULO";"DEPUTADO ESTADUAL";"36105";"PARTIDO TRABALHISTA CRISTAO"
"MARIA DAS NEVES ANDRADE DA SILVA";"PARAIBA";"DEPUTADO ESTADUAL";"13196";"PARTIDO DOS TRABALHADORES"
"MARIA DE FATIMA DA SILVA DOS SANTOS";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"36900";"PARTIDO TRABALHISTA CRISTAO"
"MARIA DE LOURDES DO NASCIMENTO DA ROCHA";"AMAZONAS";"DEPUTADO ESTADUAL";"14888";"PARTIDO TRABALHISTA BRASILEIRO"
"MARIA DE LOURDES SOUZA LEAL";"BAHIA";"DEPUTADO ESTADUAL";"17003";"PARTIDO SOCIAL LIBERAL"
"MARIA DE NAZARE PEREIRA DA SILVA";"AMAZONAS";"DEPUTADO ESTADUAL";"33318";"PARTIDO DA MOBILIZACAO NACIONAL"
"MARIA DE RIBAMAR NASCIMENTO";"MARANHAO";"DEPUTADO ESTADUAL";"27230";"DEMOCRACIA CRISTA"
"MARIA DO CARMO DE ARAUJO RAMOS";"MINAS GERAIS";"2º SUPLENTE";"180";"REDE SUSTENTABILIDADE"
"MARIA DO SOCORRO ALVES DA ROCHA";"DISTRITO FEDERAL";"DEPUTADO FEDERAL";"5408";"PARTIDO PATRIA LIVRE"
"MARIA DO SOCORRO ANANIAS DO VALE";"SAO PAULO";"DEPUTADO ESTADUAL";"33660";"PARTIDO DA MOBILIZACAO NACIONAL"
"MARIA DO SOCORRO CARNEIRO VELOSO";"RORAIMA";"DEPUTADO ESTADUAL";"44044";"PARTIDO REPUBLICANO PROGRESSISTA"
"MARIA DO SOCORRO GOMES DOS SANTOS";"AMAZONAS";"DEPUTADO ESTADUAL";"43334";"PARTIDO VERDE"
"MARIA DO SOCORRO NUNES VITOR";"AMAZONAS";"DEPUTADO ESTADUAL";"43134";"PARTIDO VERDE"
"MARIA DO SOCORRO SILVA";"DISTRITO FEDERAL";"DEPUTADO FEDERAL";"2711";"DEMOCRACIA CRISTA"
"MARIA EDUARDA SILVA SOUSA";"DISTRITO FEDERAL";"DEPUTADO DISTRITAL";"35123";"PARTIDO DA MULHER BRASILEIRA"
"MARIA ELIANA VIEIRA";"SERGIPE";"2º SUPLENTE";"350";"PARTIDO DA MULHER BRASILEIRA"
"MARIA ESTHER LOURENCO ";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"10006";"PARTIDO REPUBLICANO BRASILEIRO"
"MARIA EUNICE ROQUE TAVARES";"RIO GRANDE DO NORTE";"DEPUTADO ESTADUAL";"18222";"REDE SUSTENTABILIDADE"
"MARIA FERREIRA CASTELO BRANCO ROCHA";"PIAUI";"DEPUTADO ESTADUAL";"11333";"PARTIDO PROGRESSISTA"
"MARIA FRANCISCA MARTINS";"MINAS GERAIS";"DEPUTADO FEDERAL";"7067";"AVANTE"
"MARIA GORETI LAURIDO COSTA";"PARA";"DEPUTADO ESTADUAL";"51232";"PATRIOTA"
"MARIA HELENA DE SOUSA AMBROSIO";"MARANHAO";"DEPUTADO ESTADUAL";"10555";"PARTIDO REPUBLICANO BRASILEIRO"
"MARIA HELENA MENDES";"SAO PAULO";"DEPUTADO FEDERAL";"4027";"PARTIDO SOCIALISTA BRASILEIRO"
"MARIA IANI PEREIRA DA SILVA SOUSA";"PIAUI";"DEPUTADO ESTADUAL";"22666";"PARTIDO DA REPUBLICA"
"MARIA IZABEL MENDES  KLETEMBERG";"PARANA";"1º SUPLENTE";"510";"PATRIOTA"
"MARIA JAIDE MARINHO DE OLIVEIRA";"DISTRITO FEDERAL";"DEPUTADO DISTRITAL";"20350";"PARTIDO SOCIAL CRISTAO"
"MARIA LUCIA RODRIGUES DA CUNHA";"PARA";"DEPUTADO ESTADUAL";"54101";"PARTIDO PATRIA LIVRE"
"MARIA LUCIANA FURTADO PEREIRA ";"RORAIMA";"DEPUTADO FEDERAL";"5121";"PATRIOTA"
"MARIA MARTALUCIA AIRES CAVALCANTE";"PARAIBA";"DEPUTADO FEDERAL";"5033";"PARTIDO SOCIALISMO E LIBERDADE"
"MARIA MIRIAM PINHEIRO DE PAIVA MEDEIROS";"RIO GRANDE DO NORTE";"DEPUTADO ESTADUAL";"11333";"PARTIDO PROGRESSISTA"
"MARIA NAZARE MARTINS";"PARAIBA";"DEPUTADO ESTADUAL";"12172";"PARTIDO DEMOCRATICO TRABALHISTA"
"MARIA NORMA DE SOUZA";"SAO PAULO";"DEPUTADO ESTADUAL";"70054";"AVANTE"
"MARIA OLIVIA SANTOS CHIRIFE";"SERGIPE";"1º SUPLENTE";"350";"PARTIDO DA MULHER BRASILEIRA"
"MARIA QUITERIA MENDES DE JESUS";"BAHIA";"DEPUTADO FEDERAL";"7077";"AVANTE"
"MARIA RAIMUNDA DINIZ LEITAO";"MARANHAO";"DEPUTADO ESTADUAL";"17874";"PARTIDO SOCIAL LIBERAL"
"MARIA RAQUEL PRADO AGUIAR";"RONDONIA";"DEPUTADO ESTADUAL";"65500";"PARTIDO COMUNISTA DO BRASIL"
"MARIA REJANE GALVAO DE LIMA";"ALAGOAS";"DEPUTADO ESTADUAL";"43400";"PARTIDO VERDE"
"MARIA REZENDE DA SILVA NEVES";"ESPIRITO SANTO";"DEPUTADO ESTADUAL";"43133";"PARTIDO VERDE"
"MARIA ROSILENE DA SILVA SOUZA";"PERNAMBUCO";"DEPUTADO ESTADUAL";"11077";"PARTIDO PROGRESSISTA"
"MARIA SALETE FAUSTINO RODRIGUES";"ALAGOAS";"DEPUTADO ESTADUAL";"23555";"PARTIDO POPULAR SOCIALISTA"
"MARIA SUELY DE MELO RIBEIRO";"PERNAMBUCO";"DEPUTADO FEDERAL";"1331";"PARTIDO DOS TRABALHADORES"
"MARIA VITORIA MACIEL DE OLIVEIRA";"CEARA";"DEPUTADO FEDERAL";"1840";"REDE SUSTENTABILIDADE"
"MARIA ZULEIDE DA SILVA";"SAO PAULO";"DEPUTADO ESTADUAL";"70056";"AVANTE"
"MARIANA MACEDO";"CEARA";"DEPUTADO FEDERAL";"3333";"PARTIDO DA MOBILIZACAO NACIONAL"
"MARIANA PAULA CAVALCANTE LEONEZ";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"28385";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO"
"MARILENA SILVA MONTEIRO";"SAO PAULO";"DEPUTADO ESTADUAL";"12678";"PARTIDO DEMOCRATICO TRABALHISTA"
"MARILISE GARCIA";"RIO GRANDE DO SUL";"DEPUTADO FEDERAL";"1780";"PARTIDO SOCIAL LIBERAL"
"MARINA LOPES DE ALMEIDA MAFRA";"SAO PAULO";"DEPUTADO ESTADUAL";"27700";"DEMOCRACIA CRISTA"
"MARINALVA PIRES PEDROSA";"PERNAMBUCO";"DEPUTADO ESTADUAL";"51200";"PATRIOTA"
"MARIO ALBERTO DA SILVA MARTINS";"AMAZONAS";"DEPUTADO ESTADUAL";"44565";"PARTIDO REPUBLICANO PROGRESSISTA"
"MARIO BULGARELI";"SAO PAULO";"DEPUTADO FEDERAL";"1499";"PARTIDO TRABALHISTA BRASILEIRO"
"MARIO COUTO FILHO";"PARA";"SENADOR";"111";"PARTIDO PROGRESSISTA"
"MARLENE VARGAS";"RIO DE JANEIRO";"DEPUTADO FEDERAL";"1219";"PARTIDO DEMOCRATICO TRABALHISTA"
"MARTA DIAS AMORIM";"MINAS GERAIS";"DEPUTADO ESTADUAL";"44888";"PARTIDO REPUBLICANO PROGRESSISTA"
"MARUSKA FARIAS CRUZ";"CEARA";"DEPUTADO FEDERAL";"1226";"PARTIDO DEMOCRATICO TRABALHISTA"
"MARY MACHADO SCALERCIO";"PARA";"DEPUTADO FEDERAL";"4321";"PARTIDO VERDE"
"MATHEUS BENAZI XAVIER";"GOIAS";"DEPUTADO ESTADUAL";"21000";"PARTIDO COMUNISTA BRASILEIRO"
"MATHIE SILVA SOUSA";"PARA";"DEPUTADO ESTADUAL";"17900";"PARTIDO SOCIAL LIBERAL"
"MATUDJO METUKTIRE";"MATO GROSSO";"DEPUTADO ESTADUAL";"50555";"PARTIDO SOCIALISMO E LIBERDADE"
"MATUZAIL MARTINS DA CRUZ";"MINAS GERAIS";"DEPUTADO FEDERAL";"3021";"PARTIDO NOVO"
"MAURICIO DE OLIVEIRA JUNIOR";"MINAS GERAIS";"DEPUTADO FEDERAL";"7712";"SOLIDARIEDADE"
"MAURICIO PEREIRA AGUIAR";"GOIAS";"DEPUTADO ESTADUAL";"28777";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO"
"MAURO CEZAR MELO RIBEIRO";"PARA";"DEPUTADO ESTADUAL";"10700";"PARTIDO REPUBLICANO BRASILEIRO"
"MAURO EXPEDITO REIS DE FREITAS TAPETY";"PIAUI";"DEPUTADO ESTADUAL";"15112";"MOVIMENTO DEMOCRATICO BRASILEIRO"
"MAURO FERREIRA DE SOUZA";"SAO PAULO";"DEPUTADO FEDERAL";"1906";"PODEMOS"
"MAURO FRANCISCO LEITE";"MINAS GERAIS";"DEPUTADO ESTADUAL";"77800";"SOLIDARIEDADE"
"MAURO JOSE PEDROSA";"AMAZONAS";"DEPUTADO ESTADUAL";"43999";"PARTIDO VERDE"
"MAURO SERGIO SILVA DOS SANTOS";"PARA";"DEPUTADO ESTADUAL";"65174";"PARTIDO COMUNISTA DO BRASIL"
"MAX DA SILVA TEODORO";"ACRE";"2º SUPLENTE";"181";"REDE SUSTENTABILIDADE"
"MAX EDSON MONTEIRO BAIA";"AMAPA";"DEPUTADO ESTADUAL";"18111";"REDE SUSTENTABILIDADE"
"MAXWELL DE JESUS MOREIRA BARROS";"PARA";"2º SUPLENTE";"200";"PARTIDO SOCIAL CRISTAO"
"MAYRA CAROLINE SANTOS MARTINS";"RORAIMA";"DEPUTADO ESTADUAL";"36777";"PARTIDO TRABALHISTA CRISTAO"
"MAZDA SANTANA DE ARAUJO";"AMAPA";"DEPUTADO ESTADUAL";"90101";"PARTIDO REPUBLICANO DA ORDEM SOCIAL"
"MEILLA MAYZA ALVES DE OLIVEIRA";"MARANHAO";"DEPUTADO FEDERAL";"3188";"PARTIDO HUMANISTA DA SOLIDARIEDADE"
"MERY ILANI CUNHA DA SILVA";"PARAIBA";"DEPUTADO ESTADUAL";"20456";"PARTIDO SOCIAL CRISTAO"
"MESSIAS MARQUES DA SILVA";"AMAZONAS";"DEPUTADO ESTADUAL";"43239";"PARTIDO VERDE"
"MICHAEL MACEDO BESSA";"AMAZONAS";"DEPUTADO ESTADUAL";"27321";"DEMOCRACIA CRISTA"
"MICHEL AFIF MAGUL";"GOIAS";"DEPUTADO ESTADUAL";"55255";"PARTIDO SOCIAL DEMOCRATICO"
"MICHELE SILVA ALMEIDA DE OLIVEIRA";"SAO PAULO";"DEPUTADO ESTADUAL";"90444";"PARTIDO REPUBLICANO DA ORDEM SOCIAL"
"MICHELE SOARES FRAGA DO AMARAL";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"40678";"PARTIDO SOCIALISTA BRASILEIRO"
"MICHELLE MARIA DOS SANTOS SALAZAR";"SAO PAULO";"DEPUTADO FEDERAL";"1343";"PARTIDO DOS TRABALHADORES"
"MIGUEL NEPOMOCENO ROSA JUNIOR";"PARANA";"DEPUTADO FEDERAL";"4555";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA"
"MILIANE AMELIA DE AGUIAR";"MINAS GERAIS";"DEPUTADO FEDERAL";"4512";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA"
"MILVA DE MELO CAVALCANTE OLIVEIRA";"GOIAS";"DEPUTADO FEDERAL";"4567";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA"
"MIQUEIAS OTNIEL LIMA ALVES";"SAO PAULO";"DEPUTADO ESTADUAL";"28828";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO"
"MIRIAM DA SILVA SIQUEIRA";"RIO DE JANEIRO";"DEPUTADO FEDERAL";"2898";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO"
"MIRIAM DE SOUZA LIMA";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"65712";"PARTIDO COMUNISTA DO BRASIL"
"MIRIAM PEREIRA SILVA DE LEMOS";"PERNAMBUCO";"DEPUTADO FEDERAL";"2828";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO"
"MIRIAM SOARES GAZELLE";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"90677";"PARTIDO REPUBLICANO DA ORDEM SOCIAL"
"MIRIAN DE ALMEIDA RODRIGUES SOBREIRA";"CEARA";"DEPUTADO FEDERAL";"1244";"PARTIDO DEMOCRATICO TRABALHISTA"
"MIRIAN MOTA DIAS";"SERGIPE";"DEPUTADO ESTADUAL";"44789";"PARTIDO REPUBLICANO PROGRESSISTA"
"MOACIR SILVA LIMA";"SAO PAULO";"DEPUTADO FEDERAL";"5146";"PATRIOTA"
"MOISES ARSENIO DE ARAUJO";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"27720";"DEMOCRACIA CRISTA"
"MOISES DA SILVA FERNANDES";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"11678";"PARTIDO PROGRESSISTA"
"MOISES SILVA DOS SANTOS";"RIO DE JANEIRO";"DEPUTADO FEDERAL";"5423";"PARTIDO PATRIA LIVRE"
"MONACI MARQUES DANTAS";"PARAIBA";"DEPUTADO ESTADUAL";"28800";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO"
"MONICA CAETANO MACIEL FELIX";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"90351";"PARTIDO REPUBLICANO DA ORDEM SOCIAL"
"MONICA CRISTINA COSTA MOURA";"PERNAMBUCO";"DEPUTADO ESTADUAL";"44900";"PARTIDO REPUBLICANO PROGRESSISTA"
