"NOME";"UNIDADE DE FEDERACAO/PAIS";"CARGO";"NUMERO";"PARTIDO";"SITUACAO"
"ESTELLA MARIA MENDES MOTA";"PIAUI";"DEPUTADO FEDERAL";"1900";"PODEMOS";"1";"NAO ELEITO"
"ESTELMO MORAIS CARVALHO";"MARANHAO";"DEPUTADO FEDERAL";"1718";"PARTIDO SOCIAL LIBERAL";"1";"NAO ELEITO"
"ESTER ALVES DURANS";"MARANHAO";"1º SUPLENTE";"161";"PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO";"1";"NAO ELEITO"
"ESTER DA SILVA";"SAO PAULO";"DEPUTADO ESTADUAL";"43044";"PARTIDO VERDE";"1";"SUPLENTE"
"ESTER DIAS CARVALHO FERREIRA";"MATO GROSSO";"DEPUTADO ESTADUAL";"25888";"DEMOCRATAS";"1";"SUPLENTE"
"ESTER FERNANDES DE CASTRO";"GOIAS";"DEPUTADO ESTADUAL";"13788";"PARTIDO DOS TRABALHADORES";"1";"SUPLENTE"
"ESTER LEONOR MARCANTE DIAS";"PARANA";"DEPUTADO ESTADUAL";"17313";"PARTIDO SOCIAL LIBERAL";"1";"SUPLENTE"
"ESTER NARDIN";"SAO PAULO";"DEPUTADO FEDERAL";"2280";"PARTIDO DA REPUBLICA";"1";"SUPLENTE"
"ESTER PEREIRA SANCHES";"MINAS GERAIS";"DEPUTADO FEDERAL";"4020";"PARTIDO SOCIALISTA BRASILEIRO";"1";"SUPLENTE"
"ESTER RODRIGUES DE MELO DA SILVA";"AMAPA";"DEPUTADO ESTADUAL";"20200";"PARTIDO SOCIAL CRISTAO";"1";"SUPLENTE"
"ESTEVAM GALVAO DE OLIVEIRA";"SAO PAULO";"DEPUTADO ESTADUAL";"25199";"DEMOCRATAS";"1";"ELEITO POR MEDIA"
"ESTEVAO CUBAS ROLIM";"DISTRITO FEDERAL";"DEPUTADO DISTRITAL";"18223";"REDE SUSTENTABILIDADE";"1";"SUPLENTE"
"ETEL NUCIA OLIVEIRA MONTEIRO";"DISTRITO FEDERAL";"DEPUTADO DISTRITAL";"40200";"PARTIDO SOCIALISTA BRASILEIRO";"1";"SUPLENTE"
"ETELVINA RAMALHO DOS SANTOS BATISTA";"MINAS GERAIS";"DEPUTADO ESTADUAL";"70110";"AVANTE";"1";"SUPLENTE"
"ETELVINA ROSA DE MACEDO DE CARVALHO";"RONDONIA";"DEPUTADO FEDERAL";"1520";"MOVIMENTO DEMOCRATICO BRASILEIRO";"1";"NAO ELEITO"
"ETELVINO CAETANO DA SILVA";"SAO PAULO";"DEPUTADO ESTADUAL";"15345";"MOVIMENTO DEMOCRATICO BRASILEIRO";"1";"SUPLENTE"
"ETEVALDO DA CRUZ ARANTES";"PARA";"DEPUTADO ESTADUAL";"31452";"PARTIDO HUMANISTA DA SOLIDARIEDADE";"1";"SUPLENTE"
"ETEVALDO GONCALVES TRINDADE";"PARANA";"DEPUTADO ESTADUAL";"90777";"PARTIDO REPUBLICANO DA ORDEM SOCIAL";"1";"SUPLENTE"
"ETIENNE CRISTINE DE ALBUQUERQUE";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"20012";"PARTIDO SOCIAL CRISTAO";"1";"SUPLENTE"
"ETIENO DE SOUSA PEREIRA";"DISTRITO FEDERAL";"DEPUTADO FEDERAL";"5455";"PARTIDO PATRIA LIVRE";"1";"NAO ELEITO"
"ETTORI SOUZA MOREIRA";"SAO PAULO";"DEPUTADO FEDERAL";"1851";"REDE SUSTENTABILIDADE";"1";"NAO ELEITO"
"EUBANICE NUNES DE SOUZA";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"28026";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO";"1";"SUPLENTE"
"EUCANA SAMUEL PEREIRA BEZERRA";"RIO GRANDE DO NORTE";"DEPUTADO FEDERAL";"5444";"PARTIDO PATRIA LIVRE";"1";"NAO ELEITO"
"EUCENIA MARIA VIEIRA";"ALAGOAS";"DEPUTADO ESTADUAL";"12212";"PARTIDO DEMOCRATICO TRABALHISTA";"1";"SUPLENTE"
"EUCIENE ALVES DE SOUSA";"RORAIMA";"DEPUTADO ESTADUAL";"50650";"PARTIDO SOCIALISMO E LIBERDADE";"1";"NAO ELEITO"
"EUCLERIO DE AZEVEDO SAMPAIO JUNIOR";"ESPIRITO SANTO";"DEPUTADO ESTADUAL";"27444";"DEMOCRACIA CRISTA";"1";"ELEITO POR QP"
"EUCLIDES BENEDITO MODESTO COELHO";"PARA";"DEPUTADO ESTADUAL";"51000";"PATRIOTA";"1";"SUPLENTE"
"EUCLIDES NUNES FERNANDES";"BAHIA";"DEPUTADO ESTADUAL";"12393";"PARTIDO DEMOCRATICO TRABALHISTA";"1";"ELEITO POR QP"
"EUCLIDES RODRIGUES DOS SANTOS";"MINAS GERAIS";"DEPUTADO FEDERAL";"1970";"PODEMOS";"1";"SUPLENTE"
"EUCLIDES RONALDO LEITE";"PERNAMBUCO";"DEPUTADO ESTADUAL";"13813";"PARTIDO DOS TRABALHADORES";"1";"SUPLENTE"
"EUCLYDES DIAS BUCHLER";"SAO PAULO";"DEPUTADO ESTADUAL";"22191";"PARTIDO DA REPUBLICA";"1";"SUPLENTE"
"EUCLYDES MARCOS PETTERSEN NETO";"MINAS GERAIS";"DEPUTADO FEDERAL";"2015";"PARTIDO SOCIAL CRISTAO";"1";"ELEITO POR QP"
"EUDA FABIANA DE FARIAS PALMEIRA VENANCIO";"PARAIBA";"DEPUTADO ESTADUAL";"51555";"PATRIOTA";"1";"SUPLENTE"
"EUDASIO ALMEIDA DA SILVA";"AMAPA";"DEPUTADO FEDERAL";"4099";"PARTIDO SOCIALISTA BRASILEIRO";"1";"SUPLENTE"
"EUDEMIR GOMES BEZERRA";"ACRE";"DEPUTADO FEDERAL";"1593";"MOVIMENTO DEMOCRATICO BRASILEIRO";"1";"NAO ELEITO"
"EUDES AMARO DA SILVA";"SAO PAULO";"DEPUTADO FEDERAL";"1918";"PODEMOS";"1";"SUPLENTE"
"EUDES APARECIDO MARTINS";"SAO PAULO";"DEPUTADO ESTADUAL";"28323";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO";"1";"NAO ELEITO"
"EUDES GOMES DA COSTA";"AMAPA";"DEPUTADO FEDERAL";"5421";"PARTIDO PATRIA LIVRE";"1";"SUPLENTE"
"EUDES GOMES FAVALESSA";"MATO GROSSO";"DEPUTADO FEDERAL";"2818";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO";"1";"NAO ELEITO"
"EUDES OLIVEIRA DE SOUZA";"BAHIA";"DEPUTADO FEDERAL";"5060";"PARTIDO SOCIALISMO E LIBERDADE";"1";"NAO ELEITO"
"EUDIANE JANAINA DE MACEDO SILVA";"RIO GRANDE DO NORTE";"DEPUTADO ESTADUAL";"36666";"PARTIDO TRABALHISTA CRISTAO";"1";"ELEITO POR QP"
"EUDOCIA MARIA HOLANDA DE ARAUJO CALDAS";"ALAGOAS";"1º SUPLENTE";"456";"PARTIDO SOCIALISTA BRASILEIRO";"1";"ELEITO"
"EUFLATES CELESTINO DE LIMA";"SAO PAULO";"DEPUTADO FEDERAL";"5473";"PARTIDO PATRIA LIVRE";"1";"NAO ELEITO"
"EUFLOZINA ALVES DE GOES";"SERGIPE";"DEPUTADO ESTADUAL";"25777";"DEMOCRATAS";"1";"NAO ELEITO"
"EUFRANIO BENVINDO CAVALCANTE";"PIAUI";"DEPUTADO ESTADUAL";"77000";"SOLIDARIEDADE";"1";"SUPLENTE"
"EUGENE LUDWIG ARAUJO GUEDES";"AMAPA";"DEPUTADO ESTADUAL";"44513";"PARTIDO REPUBLICANO PROGRESSISTA";"1";"SUPLENTE"
"EUGENIO DE FREITAS BUENO";"RIO GRANDE DO SUL";"DEPUTADO ESTADUAL";"14000";"PARTIDO TRABALHISTA BRASILEIRO";"1";"SUPLENTE"
"EUGENIO FIGUEIREDO DE ALBUQUERQUE";"SERGIPE";"DEPUTADO ESTADUAL";"36111";"PARTIDO TRABALHISTA CRISTAO";"1";"SUPLENTE"
"EUGENIO JOSE ZULIANI";"SAO PAULO";"DEPUTADO FEDERAL";"2550";"DEMOCRATAS";"1";"ELEITO POR MEDIA"
"EUGENIO MARIA DUARTE";"SAO PAULO";"DEPUTADO ESTADUAL";"16036";"PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO";"1";"NAO ELEITO"
"EUGENIO ROZETTI FILHO";"PARANA";"DEPUTADO ESTADUAL";"11181";"PARTIDO PROGRESSISTA";"1";"SUPLENTE"
"EUGENIO SAID";"SAO PAULO";"DEPUTADO ESTADUAL";"13121";"PARTIDO DOS TRABALHADORES";"1";"SUPLENTE"
"EULALIO MODESTO DE OLIVEIRA FILHO";"AMAPA";"DEPUTADO ESTADUAL";"65321";"PARTIDO COMUNISTA DO BRASIL";"1";"SUPLENTE"
"EULER DE FREITAS SILVA JUNIOR";"PARANA";"DEPUTADO ESTADUAL";"55012";"PARTIDO SOCIAL DEMOCRATICO";"1";"SUPLENTE"
"EULERLENE ANGELIM GOMES";"TOCANTINS";"DEPUTADO FEDERAL";"3100";"PARTIDO HUMANISTA DA SOLIDARIEDADE";"1";"SUPLENTE"
"EULINA DE SOUSA BRITO DORNELLES BERNI";"GOIAS";"DEPUTADO FEDERAL";"5544";"PARTIDO SOCIAL DEMOCRATICO";"1";"SUPLENTE"
"EULLYS SERGIO DE PAULA ALVES";"PERNAMBUCO";"DEPUTADO ESTADUAL";"18321";"REDE SUSTENTABILIDADE";"1";"NAO ELEITO"
"EUNAPIO VIANA GOMES";"BAHIA";"DEPUTADO FEDERAL";"2018";"PARTIDO SOCIAL CRISTAO";"1";"SUPLENTE"
"EUNICE ALVES DE OLIVEIRA NORONHA";"SAO PAULO";"DEPUTADO ESTADUAL";"65379";"PARTIDO COMUNISTA DO BRASIL";"1";"SUPLENTE"
"EUNICE ANTUNES";"SANTA CATARINA";"DEPUTADO FEDERAL";"5088";"PARTIDO SOCIALISMO E LIBERDADE";"1";"NAO ELEITO"
"EUNICE APARECIDA DE SOUZA ALVES DE MELO";"PERNAMBUCO";"DEPUTADO ESTADUAL";"33323";"PARTIDO DA MOBILIZACAO NACIONAL";"1";"SUPLENTE"
"EUNICE BATISTA EVANGELINA";"ESPIRITO SANTO";"DEPUTADO ESTADUAL";"11021";"PARTIDO PROGRESSISTA";"1";"SUPLENTE"
"EUNICE DA LUZ MENEZES GOMES";"MARANHAO";"DEPUTADO ESTADUAL";"51555";"PATRIOTA";"1";"SUPLENTE"
"EUNICE MARIA AGUIAR JARDIM";"AMAPA";"DEPUTADO ESTADUAL";"36888";"PARTIDO TRABALHISTA CRISTAO";"1";"SUPLENTE"
"EUNICE TEODORA DOS SANTOS CRECENCIO";"MATO GROSSO";"DEPUTADO FEDERAL";"4566";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA";"1";"SUPLENTE"
"EUNICIO LOPES DE OLIVEIRA";"CEARA";"SENADOR";"151";"MOVIMENTO DEMOCRATICO BRASILEIRO";"1";"NAO ELEITO"
"EURAMI REIS PEREIRA";"MARANHAO";"DEPUTADO ESTADUAL";"18018";"REDE SUSTENTABILIDADE";"1";"NAO ELEITO"
"EURICO CARVALHO CORDEIRO ";"ACRE";"DEPUTADO FEDERAL";"1200";"PARTIDO DEMOCRATICO TRABALHISTA";"1";"SUPLENTE"
"EURICO FREIRE DA SILVA JUNIOR";"PERNAMBUCO";"DEPUTADO ESTADUAL";"20020";"PARTIDO SOCIAL CRISTAO";"1";"SUPLENTE"
"EURICO GONCALVES FILHO";"SAO PAULO";"DEPUTADO ESTADUAL";"90107";"PARTIDO REPUBLICANO DA ORDEM SOCIAL";"1";"SUPLENTE"
"EURICO JOSE DE ARAUJO";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"35778";"PARTIDO DA MULHER BRASILEIRA";"1";"SUPLENTE"
"EURICO PEREIRA DE SOUZA FILHO";"PARANA";"DEPUTADO FEDERAL";"5464";"PARTIDO PATRIA LIVRE";"1";"NAO ELEITO"
"EURICO PINHEIRO BERNARDES JUNIOR";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"43126";"PARTIDO VERDE";"1";"SUPLENTE"
"EURIDICE ESTAEL DE SOUZA PINTO";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"19973";"PODEMOS";"1";"SUPLENTE"
"EURILEA PEIXOTO VIEIRA";"RIO DE JANEIRO";"DEPUTADO FEDERAL";"5564";"PARTIDO SOCIAL DEMOCRATICO";"1";"SUPLENTE"
"EURIMAR NUNES DE MIRANDA";"PIAUI";"DEPUTADO ESTADUAL";"40112";"PARTIDO SOCIALISTA BRASILEIRO";"1";"NAO ELEITO"
"EURIPEDES PAULO DA SILVA";"MATO GROSSO";"DEPUTADO ESTADUAL";"77377";"SOLIDARIEDADE";"1";"SUPLENTE"
"EURIPEDES RODRIGUES CAVALCANTE FILHO";"GOIAS";"DEPUTADO ESTADUAL";"44111";"PARTIDO REPUBLICANO PROGRESSISTA";"1";"SUPLENTE"
"EURIPEDES VIANA SANTANA";"DISTRITO FEDERAL";"DEPUTADO DISTRITAL";"36456";"PARTIDO TRABALHISTA CRISTAO";"1";"SUPLENTE"
"EURISON DE ANDRADE DA SILVA";"AMAPA";"DEPUTADO FEDERAL";"2200";"PARTIDO DA REPUBLICA";"1";"NAO ELEITO"
"EURIVAN FERNANDES DA ROCHA";"GOIAS";"DEPUTADO ESTADUAL";"18380";"REDE SUSTENTABILIDADE";"1";"NAO ELEITO"
"EURY SALLES FARIAS";"AMAPA";"DEPUTADO ESTADUAL";"40112";"PARTIDO SOCIALISTA BRASILEIRO";"1";"SUPLENTE"
"EUSA JUSTINIANO DE ASSIS";"DISTRITO FEDERAL";"DEPUTADO DISTRITAL";"15777";"MOVIMENTO DEMOCRATICO BRASILEIRO";"1";"SUPLENTE"
"EUSO GOMES SOUSA";"GOIAS";"DEPUTADO ESTADUAL";"19125";"PODEMOS";"1";"SUPLENTE"
"EUTALIA BARBOSA RODRIGUES NAVES";"TOCANTINS";"DEPUTADO ESTADUAL";"13013";"PARTIDO DOS TRABALHADORES";"1";"SUPLENTE"
"EUTALIO BARCELOS CAMARGO";"MINAS GERAIS";"DEPUTADO ESTADUAL";"28171";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO";"1";"SUPLENTE"
"EUTEMAR ANTONIO VENTURIM";"ESPIRITO SANTO";"1º SUPLENTE";"456";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA";"1";"NAO ELEITO"
"EUTONIO ALVES DE SOUZA";"BAHIA";"DEPUTADO ESTADUAL";"25070";"DEMOCRATAS";"1";"SUPLENTE"
"EUVALDO COTINGUIBA GOMES";"BAHIA";"DEPUTADO ESTADUAL";"50500";"PARTIDO SOCIALISMO E LIBERDADE";"1";"SUPLENTE"
"EUVALDO REIS DOS SANTOS MENEZES";"SAO PAULO";"DEPUTADO ESTADUAL";"19600";"PODEMOS";"1";"SUPLENTE"
"EUZAIR FERNANDES DE OLIVEIRA";"CEARA";"DEPUTADO ESTADUAL";"27067";"DEMOCRACIA CRISTA";"1";"SUPLENTE"
"EUZENIR CARDOSO DA SILVA";"GOIAS";"DEPUTADO ESTADUAL";"44080";"PARTIDO REPUBLICANO PROGRESSISTA";"1";"SUPLENTE"
"EVA  DOS SANTOS COSTA ";"GOIAS";"DEPUTADO ESTADUAL";"20300";"PARTIDO SOCIAL CRISTAO";"1";"SUPLENTE"
"EVA ALESSANDRA ROSA GOMES";"DISTRITO FEDERAL";"DEPUTADO DISTRITAL";"33333";"PARTIDO DA MOBILIZACAO NACIONAL";"1";"SUPLENTE"
"EVA DO CARMO MATOS DA SILVA";"ACRE";"DEPUTADO ESTADUAL";"27800";"DEMOCRACIA CRISTA";"1";"NAO ELEITO"
"EVA DOMINGAS DE SOUZA PIRES";"RIO GRANDE DO SUL";"DEPUTADO FEDERAL";"6540";"PARTIDO COMUNISTA DO BRASIL";"1";"NAO ELEITO"
"EVA ELIANA DE SOUZA ROCHA";"PARA";"DEPUTADO ESTADUAL";"40555";"PARTIDO SOCIALISTA BRASILEIRO";"1";"SUPLENTE"
"EVA ELIANA RAMOS DOS SANTOS";"PARAIBA";"1º SUPLENTE";"456";"PARTIDO SOCIAL DEMOCRATICO";"1";"NAO ELEITO"
"EVA LUCIANE LOUREIRO DOS SANTOS ";"RORAIMA";"DEPUTADO ESTADUAL";"51963";"PATRIOTA";"1";"SUPLENTE"
"EVA LUCIARA CORPES BRIZOLARA";"RIO GRANDE DO SUL";"DEPUTADO ESTADUAL";"25017";"DEMOCRATAS";"1";"SUPLENTE"
"EVA MARIA FRASSON FINCO";"ESPIRITO SANTO";"DEPUTADO ESTADUAL";"35500";"PARTIDO DA MULHER BRASILEIRA";"1";"SUPLENTE"
"EVA RIBEIRO BUENO PIRES";"PARANA";"DEPUTADO ESTADUAL";"44101";"PARTIDO REPUBLICANO PROGRESSISTA";"1";"SUPLENTE"
"EVA SOUSA DO LAGO";"MARANHAO";"DEPUTADO ESTADUAL";"36456";"PARTIDO TRABALHISTA CRISTAO";"1";"SUPLENTE"
"EVA VILMA ALVES PIRES MENDES";"PARAIBA";"DEPUTADO FEDERAL";"1414";"PARTIDO TRABALHISTA BRASILEIRO";"1";"SUPLENTE"
"EVAIR GOMES NOGUEIRA";"MATO GROSSO DO SUL";"DEPUTADO ESTADUAL";"45145";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA";"1";"SUPLENTE"
"EVAIR VIEIRA DE MELO";"ESPIRITO SANTO";"DEPUTADO FEDERAL";"1143";"PARTIDO PROGRESSISTA";"1";"ELEITO POR MEDIA"
"EVALCIR SANTOS DA SILVA";"RIO DE JANEIRO";"DEPUTADO FEDERAL";"4399";"PARTIDO VERDE";"1";"SUPLENTE"
"EVALDO ARAUJO AMORIM";"DISTRITO FEDERAL";"DEPUTADO DISTRITAL";"44015";"PARTIDO REPUBLICANO PROGRESSISTA";"1";"SUPLENTE"
"EVALDO BARROS MONTEIRO";"AMAPA";"DEPUTADO ESTADUAL";"13012";"PARTIDO DOS TRABALHADORES";"1";"NAO ELEITO"
"EVALDO BATISTA CARNEIRO";"RORAIMA";"DEPUTADO ESTADUAL";"25555";"DEMOCRATAS";"1";"SUPLENTE"
"EVALDO BERTOLDI";"PARANA";"DEPUTADO ESTADUAL";"50100";"PARTIDO SOCIALISMO E LIBERDADE";"1";"NAO ELEITO"
"EVALDO CARVALHO FURTADO ";"PARA";"DEPUTADO ESTADUAL";"50380";"PARTIDO SOCIALISMO E LIBERDADE";"1";"SUPLENTE"
"EVALDO DE ALMEIDA FIDELIS";"PARA";"DEPUTADO ESTADUAL";"50000";"PARTIDO SOCIALISMO E LIBERDADE";"1";"SUPLENTE"
"EVALDO DE PAULA PARAIZO";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"28329";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO";"1";"SUPLENTE"
"EVALDO DUARTE DE BARCELOS";"MINAS GERAIS";"DEPUTADO ESTADUAL";"51200";"PATRIOTA";"1";"SUPLENTE"
"EVALDO FERNANDES CAMPOS";"SERGIPE";"DEPUTADO FEDERAL";"1919";"PODEMOS";"1";"NAO ELEITO"
"EVALDO GOMES DA SILVA";"PIAUI";"DEPUTADO ESTADUAL";"36789";"PARTIDO TRABALHISTA CRISTAO";"1";"ELEITO POR QP"
"EVALDO LAGO DE MENDONCA";"MINAS GERAIS";"DEPUTADO ESTADUAL";"28312";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO";"1";"SUPLENTE"
"EVALDO LIMA DE OLIVEIRA";"AMAPA";"DEPUTADO ESTADUAL";"40444";"PARTIDO SOCIALISTA BRASILEIRO";"1";"SUPLENTE"
"EVALDO PEREIRA COUTO";"AMAZONAS";"DEPUTADO ESTADUAL";"43233";"PARTIDO VERDE";"1";"SUPLENTE"
"EVALDO ROMAO DOS SANTOS";"PARAIBA";"DEPUTADO ESTADUAL";"40555";"PARTIDO SOCIALISTA BRASILEIRO";"1";"SUPLENTE"
"EVALDO RUI VICENTINI";"SAO PAULO";"DEPUTADO FEDERAL";"4507";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA";"1";"NAO ELEITO"
"EVANCLER COUTINHO DOS SANTOS";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"51333";"PATRIOTA";"1";"SUPLENTE"
"EVANDER JOSE VENDRAMINI DURAN";"MATO GROSSO DO SUL";"DEPUTADO ESTADUAL";"11700";"PARTIDO PROGRESSISTA";"1";"ELEITO POR MEDIA"
"EVANDNILSON RABELO DE ANDRADE";"MARANHAO";"DEPUTADO ESTADUAL";"15678";"MOVIMENTO DEMOCRATICO BRASILEIRO";"1";"NAO ELEITO"
"EVANDRO ALMEIDA LIMA JUNIOR";"AMAZONAS";"DEPUTADO ESTADUAL";"22222";"PARTIDO DA REPUBLICA";"1";"SUPLENTE"
"EVANDRO BUQUERA DE FREITAS OLIVEIRA JUNIOR";"PARANA";"DEPUTADO ESTADUAL";"45456";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA";"1";"SUPLENTE"
"EVANDRO CABRAL";"SAO PAULO";"DEPUTADO FEDERAL";"3302";"PARTIDO DA MOBILIZACAO NACIONAL";"1";"NAO ELEITO"
"EVANDRO CESAR PADOVANI";"RONDONIA";"DEPUTADO FEDERAL";"1700";"PARTIDO SOCIAL LIBERAL";"1";"SUPLENTE"
"EVANDRO COSTA MILHOMEN";"AMAPA";"DEPUTADO FEDERAL";"7066";"AVANTE";"1";"SUPLENTE"
"EVANDRO DA SILVA";"MATO GROSSO";"1º SUPLENTE";"505";"PARTIDO SOCIALISMO E LIBERDADE";"1";"NAO ELEITO"
"EVANDRO DANTAS DE ALMEIDA";"SERGIPE";"DEPUTADO ESTADUAL";"33777";"PARTIDO DA MOBILIZACAO NACIONAL";"1";"SUPLENTE"
"EVANDRO DE ALENCAR CARVALHO";"PERNAMBUCO";"DEPUTADO FEDERAL";"2888";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO";"1";"SUPLENTE"
"EVANDRO DE ARAUJO PAULA";"DISTRITO FEDERAL";"DEPUTADO DISTRITAL";"44064";"PARTIDO REPUBLICANO PROGRESSISTA";"1";"SUPLENTE"
"EVANDRO DE SOUZA SERRAO";"SAO PAULO";"DEPUTADO FEDERAL";"7045";"AVANTE";"1";"NAO ELEITO"
"EVANDRO DIVINO MACHADO";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"90002";"PARTIDO REPUBLICANO DA ORDEM SOCIAL";"1";"SUPLENTE"
"EVANDRO DOS SANTOS COSTA";"MINAS GERAIS";"DEPUTADO ESTADUAL";"20150";"PARTIDO SOCIAL CRISTAO";"1";"SUPLENTE"
"EVANDRO EDSON BARBOSA FERREIRA";"AMAPA";"DEPUTADO ESTADUAL";"19100";"PODEMOS";"1";"NAO ELEITO"
"EVANDRO FARIAS DE LIMA";"PARAIBA";"DEPUTADO ESTADUAL";"90456";"PARTIDO REPUBLICANO DA ORDEM SOCIAL";"1";"SUPLENTE"
"EVANDRO FURTADO DE LIMA";"CEARA";"DEPUTADO FEDERAL";"3677";"PARTIDO TRABALHISTA CRISTAO";"1";"NAO ELEITO"
"EVANDRO GIORA";"SAO PAULO";"DEPUTADO ESTADUAL";"90053";"PARTIDO REPUBLICANO DA ORDEM SOCIAL";"1";"SUPLENTE"
"EVANDRO GONCALVES DA SILVA JUNIOR";"RIO GRANDE DO NORTE";"DEPUTADO FEDERAL";"5151";"PATRIOTA";"1";"NAO ELEITO"
"EVANDRO JOSE DA CRUZ ARAUJO";"PARANA";"DEPUTADO ESTADUAL";"20120";"PARTIDO SOCIAL CRISTAO";"1";"ELEITO POR QP"
"EVANDRO JOSE GRATON";"SAO PAULO";"DEPUTADO FEDERAL";"1889";"REDE SUSTENTABILIDADE";"1";"NAO ELEITO"
"EVANDRO LIMA DE AZEVEDO";"AMAZONAS";"DEPUTADO ESTADUAL";"50500";"PARTIDO SOCIALISMO E LIBERDADE";"1";"NAO ELEITO"
"EVANDRO LOURENCO DE LIMA";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"11772";"PARTIDO PROGRESSISTA";"1";"SUPLENTE"
"EVANDRO LUIZ DOS ANJOS LEITAO";"PARA";"DEPUTADO ESTADUAL";"31444";"PARTIDO HUMANISTA DA SOLIDARIEDADE";"1";"SUPLENTE"
"EVANDRO MARQUES CASSARO";"ESPIRITO SANTO";"DEPUTADO ESTADUAL";"36050";"PARTIDO TRABALHISTA CRISTAO";"1";"SUPLENTE"
"EVANDRO MARQUES DA SILVA";"PARAIBA";"DEPUTADO ESTADUAL";"65001";"PARTIDO COMUNISTA DO BRASIL";"1";"SUPLENTE"
"EVANDRO NEVIO ARGENTON";"SANTA CATARINA";"DEPUTADO FEDERAL";"5133";"PATRIOTA";"1";"NAO ELEITO"
"EVANDRO NOGUEIRA CRUZ";"AMAZONAS";"DEPUTADO ESTADUAL";"15456";"MOVIMENTO DEMOCRATICO BRASILEIRO";"1";"NAO ELEITO"
"EVANDRO PEREIRA BOTHOME";"RIO GRANDE DO SUL";"DEPUTADO ESTADUAL";"22789";"PARTIDO DA REPUBLICA";"1";"SUPLENTE"
"EVANDRO PEREIRA DA SILVA";"DISTRITO FEDERAL";"DEPUTADO DISTRITAL";"10500";"PARTIDO REPUBLICANO BRASILEIRO";"1";"SUPLENTE"
"EVANDRO RAMOS SOARES";"RIO GRANDE DO SUL";"1º SUPLENTE";"170";"DEMOCRATAS";"1";"NAO ELEITO"
"EVANDRO ROGERIO ROMAN";"PARANA";"DEPUTADO FEDERAL";"5533";"PARTIDO SOCIAL DEMOCRATICO";"1";"SUPLENTE"
"EVANDRO SA BARRETO LEITAO";"CEARA";"DEPUTADO ESTADUAL";"12000";"PARTIDO DEMOCRATICO TRABALHISTA";"1";"ELEITO POR QP"
"EVANDRO SCAINI";"SANTA CATARINA";"DEPUTADO ESTADUAL";"55333";"PARTIDO SOCIAL DEMOCRATICO";"1";"SUPLENTE"
"EVANDRO SPERANZA";"RIO GRANDE DO SUL";"DEPUTADO ESTADUAL";"22125";"PARTIDO DA REPUBLICA";"1";"SUPLENTE"
"EVANDRO VENANCIO DA SILVA";"CEARA";"DEPUTADO ESTADUAL";"36660";"PARTIDO TRABALHISTA CRISTAO";"1";"NAO ELEITO"
"EVANDRO VIEIRA COSTA";"MARANHAO";"DEPUTADO ESTADUAL";"33567";"PARTIDO DA MOBILIZACAO NACIONAL";"1";"SUPLENTE"
"EVANEILMO DE MORGADO SANTOS";"BAHIA";"DEPUTADO FEDERAL";"3663";"PARTIDO TRABALHISTA CRISTAO";"1";"SUPLENTE"
"EVANGELISTA SOARES SIQUEIRA";"RORAIMA";"DEPUTADO ESTADUAL";"13456";"PARTIDO DOS TRABALHADORES";"1";"ELEITO POR QP"
"EVANGIVALDO ALVES DA SILVA";"RIO DE JANEIRO";"DEPUTADO FEDERAL";"4414";"PARTIDO REPUBLICANO PROGRESSISTA";"1";"SUPLENTE"
"EVANIL UBIRACI ELIAS FIRMINO";"RIO DE JANEIRO";"DEPUTADO FEDERAL";"5451";"PARTIDO PATRIA LIVRE";"1";"NAO ELEITO"
"EVANILDO CORREIA GARCIA";"DISTRITO FEDERAL";"DEPUTADO DISTRITAL";"14228";"PARTIDO TRABALHISTA BRASILEIRO";"1";"NAO ELEITO"
"EVANILDO LAURINDO DA SILVA";"MATO GROSSO";"DEPUTADO ESTADUAL";"27153";"DEMOCRACIA CRISTA";"1";"SUPLENTE"
"EVANILSON DE JESUS";"ESPIRITO SANTO";"DEPUTADO ESTADUAL";"20007";"PARTIDO SOCIAL CRISTAO";"1";"SUPLENTE"
